title,severity,description,mitre,recommendation
Unauthorized Executive Share Access,HIGH,GSF-LAB\sophia.rossi attempted to access \\*\Executives from 192.168.56.20.,T1039 - Data from Network Shared Drive,Verify whether the access attempt was authorized and review the user's recent activity.
